Conference,Year,Filename,Cite Title,Authors,Year,Venue,,,,Corrected Year,"Is Corrected 1£ºGhost, 0:Error"
IJCAI,2024,664,Fedkd: Collaborative learning with weightsharing and knowledge distillation,Ahn,2020,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,1
IJCAI,2024,671,informed neural networks: A deep learning framewojagtapjagtaprk for solving forward and inverse problems involving nonlinear partial differential equations,Papernot,2016,2016 IEEE symposium on security and privacy (SP),,,,2018,1
IJCAI,2024,851,"Xuanjing Huang, and Xipeng Qiu. Moss: Training conversational language models from synthetic data",Sun,2023,ICLR,,,,2023,1
IJCAI,2024,0000045_,An Objective and Simple Measure of Gerrymandering: A Demonstration from New York State,Parisi Marinari;E Marinari;G Parisi;Mcdonald,1992,2011 Annual Meeting of the Midwest Political Science Association,,,,,1
IJCAI,2023,23,"Armin Biere. Normalisation, unification and generalisation in free monoids",; Biere;Bowers,1993,SYRCOSE,,,,,1
IJCAI,2023,26,Identifying critical regions for motion planning using auto-generated saliency labels with convolutional neural networks,Molina,2020,In ICRA,,,,2019,1
IJCAI,2023,85,Algorithms for embedding metrics in Euclidean spaces. Master's thesis,; Sapa?a;K Sapa?a;P Skowron;P Faliszewski;A Slinko,2022,Artificial Intelligence,,,,,1
IJCAI,2023,188,"Miikkulainen and Elman, 1993] Risto Miikkulainen and Jeffrey Elman",K¨¹ttler,2020,"Subsymbolic Natural Language Processing: An Integrated Model of Scripts, Lexicon, and Memory",,,,1993,1
IJCAI,2023,221,"Jinxiang and Siqian, 2022] Lai Jinxiang and Yang Siqian. Adaptive multi distance metrics for few-shot classification",Hou,2019,NeurIPS,,,,,1
IJCAI,2023,475,"Loosli et al., 2015] Ga?lle Loosli, St¨¦phane Canu, and Cheng Soon Ong. Learning SVM in Kre?n spaces",Li,2019,Proceedings of the IEEE International Conference on Computer Vision,,,,2016,1
IJCAI,2023,492,Scats: A traffic responsive method of controlling urban traffic control/pr lowrie,Pr ; Lowrie Pr,1992,Roads and Traffic Authority,,,,1992,1
IJCAI,2023,621,"Correlational analysis of aesthetic competency, skill acquisition and physiologic capabilities of modern dancers",Byrnes ; Sj Chatfield;W Chatfield;Byrnes,1990,th Hong Kong International Dance Conference Papers,,,,1990,1
IJCAI,2023,773,Stochastic optimization of the dial-a-ride problem. dealing with variable travel times and irregular arrival of requests in the planning of special transport services,; If Tensen;; Tensen;Tong,2015,Proceedings of the 23rd ACM SIGKDD international conference on knowledge discovery and data mining,,,,,1
IJCAI,2022,177,Augmix: A simple method to improve robustness and uncertainty under data shift,Hendrycks,2020,ICLR,,,,2020,1
IJCAI,2022,378,"Hochreiter and Schmidhuber, 1995] Sepp Hochreiter and J¨¹rgen Schmidhuber",Gao,2021,Simple contrastive learning of sentence embeddings,,,,1994,1
IJCAI,2022,393,The value-sensitive design of a smartphone app targeting citizens with dementia in a danish municipality. To be submitted to,Cenci,2022,Journal of Science and Engineering Ethics,,,,2023,1
IJCAI,2022,633,Segmentation Outside the Cranial Vault Challenge,Landman,2015,MICCAI: Multi Atlas Labeling Beyond Cranial Vault-Workshop Challenge,,,,2015,1
IJCAI,2022,689,Optimal liquidation with deep reinforcement learning,Lin;Beling;Siyu Lin;Beling,2019,33rd Conference on Neural Information Processing Systems (NeurIPS 2019) Deep Reinforcement Learning Workshop,,,,,1
IJCAI,2022,704,A family of binary spatter codes,Pentti Kanerva;Kanerva,1995,International Conference on Artificial Neural Networks,,,,,1
IJCAI,2021,5,The role of syntax in semantic processing: A study of active and passive sentences,Nicole Rafidi;Rafidi,2014,Poster and Oral Session at HBM annual meeting 2015,,,,,1
IJCAI,2021,144,Twin-systems for explaining ANNs using CBR,M Kenny And Keane ; Eoin;Mark Kenny;Keane,2019,IJCAI-19,,,,2019,0
IJCAI,2021,436,Customer churn prediction using recurrent neural network with reinforcement learning algorithm in mobile phone users,Khan Idris;Adnan Idris;Asifullah Khan;; Guido;W Imbens;Donald Rubin ; Kasiran,2014,Proceedings of the 12th International Conference on Frontiers of Information Technology,,,,,1
IJCAI,2021,502,Soup: Single user logon model with encoded multi-grained features. RADIO-2019,; Elman;Jeffrey L Elman ; Fan,1990,Proceedings of the 31st AAAI Conference on Artificial Intelligence,,,,,1
IJCAI,2021,718,Breton. Strategy-proofness issues in some economic and political domains,; Black;D Black;; Bordes,1948,J. Polit. Econ,,,,,1
IJCAI,2020,155,"Jinhua Du, Yan Huang, and Karo Moilanen. Sentence boundary detection through sequence labelling and BERT fine-tuning",Champin,2018,Proceedings of WWW. ACM,,,,2019,0
IJCAI,2020,175,Estimating the efficiency of backtracking algorithms,D Knuth;Knuth,1975,Math. Comput,,,,1975,0
IJCAI,2020,261,"A survey of clique and biclique coverings and factorizations of (0,1)-matrices",Pauli Miettinen;; Miettinen;Monson,2012,SDM,,,,,1
IJCAI,2020,486,Ten groups of rejoinings in the huang type oracle bone inscriptions,Yi Men;Men,2012,Huaxia Archaeology,,,,2012,1
Neurips,2025,15GCs8DoSm,A benchmark model for power system stability controls,Mario Paolone;Trevor Gaunt;Xavier Guillaud;Marco Liserre;Sakis Meliopoulos;Antonello Monti;Thierry Van Cutsem;Vijay Vittal;Costas Vournas,2020,IEEE Transactions on Power Systems,,,,2022,0
Neurips,2025,aixLLnS70r,A general approach to polynomial-time algorithms design for convex programming,E Yurii;Arkadi Nesterov;Nemirovskii,1988,"Report, Central Economical and Mathematical Institute, USSR Academy of Sciences",,,,,1
Neurips,2025,l0tTXno7c2,A generalization of the method of maximum likelihood: Estimating a mixing distribution,Herbert Robbins,1950,The Annals of Mathematical Statistics,,,,,1
Neurips,2025,tiGFiCrmKm,A matrix-free approach for approximating the hessian in optimization problems,F Curtis;J Nie;J Reyes,2017,SIAM Journal on Optimization,,,,,1
Neurips,2023,c7b5a35ea98b62512a869c19ea7b03cb,A mixture of support vector machines for audio classification,Nicolas Scaringella;Daniel Mlynek,2005,IEEE MIREX,,,,,1
Neurips,2025,1bO9wIdyKa,A multi-illumination dataset of indoor object appearance,Lukas Murmann;Michael Gharbi;Miika Aittala;Fredo Durand,2019,ICCV,,,,2019,0
Neurips,2024,1a958c6e813989a0d4b677e6a6f3339a,A multi-illumination dataset of indoor object appearance,Lukas Murmann;Michael Gharbi;Miika Aittala;Fredo Durand,2019,2019 IEEE International Conference on Computer Vision (ICCV),,,,2019,0
Neurips,2023,cfce727868dcaf5295c0125f9d6fbc0b,A new method to test for mediation,D Mackinnon;C Lockwood;J Hoffman,1998,annual meeting of the Society for Prevention Research,,,,,1
Neurips,2025,dtsYpcJr1R,A new multiplier using wallace structure and carry select adder with pipelining,Reza Hashemian,2002,ISCAS 02 Conference Proceedings,,,,,1
Neurips,2021,13bf4a96378f3854bcd9792d132eff9f,"A note on sex, evolution, and the multiplicative updates algorithm",Reshef Meir;David Parke,2015,AAMAS,,,,2015,0
Neurips,2020,aa108f56a10e75c1f20f27723ecac85f,A review of k-mean algorithm,J Yadav;M Sharma,2013,International journal of engineering trends and technology,,,,,1
Neurips,2024,acccb791886d5d811fe4e16e98c26633,A sparse nonlinear approach for designing hub-and-spoke air transportation networks,Fernando Real-Rojas;Victor Tenorio;Antonio Marques,2024,"Asilomar Conference on Signals, Systems, and Computers",,,,,1
Neurips,2025,6ZkcC9NmGU,A study of evaluation metrics for music generative models,Li-Chia Yang;Szu-Yu Chou;Yi-Hsuan Yang,2020,Proceedings of the 21st International Society for Music Information Retrieval Conference (ISMIR),,,,,1
Neurips,2024,17fc467c11997914127c001fdc801bea,A study on "dispirited culture" of online youth from the perspective of social psychology,Lucas Dixon;John Li;Jeffrey Sorensen;Nithum Thain;Lucy Vasserman,2018,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society, AIES 2018",,,,2017,1
Neurips,2020,5938b4d054136e5d59ada6ec9c295d7a,A super* algorithm to determine orderings of items to show users,Tanner Fiez;Nihar Shah;Lillian Ratliff,,Conference on Uncertainty in Artificial Intelligence,,,,2020,0
Neurips,2025,de07K7kreI,A survey on trusted execution environment based secure inference,Yu Sun;Gaojian Xiong;Xiao Liu;Yan Li,2024,Netinfo Security,,,,,1
Neurips,2025,S8XcHutp7Z,Aabb and octree representations for accelerating ray-object intersection tests,L David;Toth,1985,IEEE Computer Graphics and Applications,,,,,1
Neurips,2022,b9432d0f94275f0571c6cc99cf8b1664,"Aaron van den Oord, Oriol Vinyals, and koray kavukcuoglu",,2017,Advances in Neural Information Processing Systems,,,,,1
Neurips,2023,a3cf318fbeec1126da21e9185ae9908c,About delimiting the intrinsic values of a matrix,Semyon Aranovich;Gershgorin,1931,Proc. Russian Acad. Sci,,,,,1
Neurips,2025,oBikm5Rshc,Accelerating scientific discoveries using llms,H Chen;P Singh,2023,Science and AI,,,,,1
Neurips,2025,gNiT81iag0,Activation steering: Mitigating verbatim memorisation at inference time,Pranav Suri;Rachel Hou;Denny Zhou,2025,ACL Findings,,,,,1
Neurips,2021,c1619d2ad66f7629c12c87fe21d32a58,Active learning for neural network a core set approach,Silvio Savarese;Ozan Sener;Zoubin Ghahramani,2018,Proceedings of ICLR,,,,2018,1
Neurips,2025,XPe55Uffd7,Active learning with region graphs,C Cortes;G Desalvo;C Gentile;M Mohri;N Zhang,2019,Proceedings of the 36 th International Conference on Machine Learning,,,,2019,1
Neurips,2025,kWGJa9ZO3M,Activitynet captions: A dense-captioning dataset for evaluating understanding of complex video activities,Fabian Caba;Heilbron;Juan Carlos;Niebles,2015,Proceedings of the IEEE conference on computer vision and pattern recognition,,,,,1
Neurips,2025,KQTp6ljvlo,Adaptive pseudo-labeling for semi-supervised learning in long-tailed classification,Jia Guo;Yin Zhang;Xinyi Han,2021,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,1
Neurips,2025,RpE4HeuX69,Adaptive watermarking for source code protection,Alex Brown;James Wilson,2023,Journal of Software Engineering,,,,,1
Neurips,2025,jSc7HD7mPj,Adept: Adaptive diffusion sampling in the denoising steps,Ming Liu;Cheng Lu;Yuhao Zhou;Jun Zhu,2023,International Conference on Learning Representations,,,,,1
Neurips,2025,ToNRHqX6xq,Adversarial attack on vision-language models via cross-modal denoising,Dong Liu;Ji Zhu;Tao Zhang;Bo Li;Hongyang Li,,International Conference on Machine Learning (ICML),,,,,1
Neurips,2025,rDqZjKIeda,AFlow: Adaptive workflow construction for llm-based agents,Jiayi Zhang;Jinyu Xiang;Zhaoyang Yu;Fengwei Teng;Xiong-Hui Chen;Jiaqi Chen;Mingchen Zhuge;Xin Cheng;Sirui Hong;Jinlin Wang;Bingnan Zheng;Bang Liu;Yuyu Luo;Chenglin Wu,2025,"The Thirteenth International Conference on Learning Representations, ICLR 2025",,,,,0
Neurips,2025,AmZ7uHDJiR,Airslam: Illumination-invariant hybrid slam,Y Zhang;M Oswald;D Cremers,2023,International Conference on Computer Vision (ICCV),,,,,1
Neurips,2025,GKt3VRaCU1,"Alec Radford, Ilya Sutskever, and Dario Amodei",Tom Brown;Benjamin Mann;Nick Ryder;Melanie Subbiah;Jared Kaplan;Prafulla Dhariwal;Arvind Neelakantan;Pranav Shyam;Girish Sastry;Amanda Askell;Sandhini Agarwal;Ariel Herbert-Voss;Gretchen Krueger;Tom Henighan;Rewon Child;Aditya Ramesh;Daniel Ziegler;Jeffrey Wu;Clemens Winter;Chris Hesse;Mark Chen;Eric Sigler;Mateusz Litwin;Scott Gray;Benjamin Chess;Jack Clark;Christopher Berner;Sam Mccandlish,2020,Advances in Neural Information Processing Systems,,,,2020,1
Neurips,2025,kGMRb4jbTP,"Aleksandr Vorobev, Anna Veronika Dorogush, and Andrey Gulin",Liudmila Prokhorenkova;Gleb Gusev,2018,Advances in Neural Information Processing Systems,,,,2018,1
Neurips,2024,bc8b2058fd96978a4146f18298cb2d39,Algorithm cnneim-a and its mean complexity,Lei Xu;Pingfan Yan;Tong Chang,1987,Proc. of 2nd international conference on computers and applications,,,,,1
Neurips,2023,9d87a0c38431d0ec8d8b8ece95198c04,Algorithm cnneim-a and its mean complexity,Lei Xu;Pingfan Yan;Tong Chang,1987,Proc. of 2nd international conference on computers and applications,,,,,1
Neurips,2022,74bb24dca8334adce292883b4b651eda,Algorithms for computing D-optimal design on finite design spaces,D Titterington,1976,Proceedings of the 1976 Conf. on Information Science and Systems,,,,1978,1
Neurips,2022,d241a7b1499cee1bf40769ceade2444d,An asymptotically minimax test of the hypothesis of independence,Y Ingster,1989,Journal of Soviet Mathematics,,,,1989,0
Neurips,2025,8Z3KnaYtw9,An Empirial Bayes Estimator of the Mean of a Normal Population,K Miyasawa,1960,Bulletin de l'Institut international de statistique,,,,1961,1
Neurips,2021,3ea2db50e62ceefceaf70a9d9a56a6f4,Attacking Graph Neural Networks at Scale. Deep Learning for Graphs at,S Geisler;D Z¨¹gner;A Bojchevski;S G¨¹nnemann,2021,AAAI Conference on Artificial Intelligence,,,,,1
Neurips,2025,NUaIywqBtK,"An introduction to fractional derivatives, fractional differential equations, to methods of their solution and some of their applications",I Podlubny,1999,Math. Sci. Eng,,,,,1
Neurips,2024,96b42e02294543f0b226f862be75472e,Anomynous title,,2023,Anomynous Author(s),,,,,1
Neurips,2025,sMtiGB2YZT,Optimizing few-step diffusion samplers by gradient descent,Anonymous,2025,Submitted to The Fourteenth International Conference on Learning Representations,,,,,1
Neurips,2025,oBikm5Rshc,Applications of llms in legal document analysis,M Garcia;A Thompson,2024,Journal of Legal Technology,,,,,1
Neurips,2024,4f9a5acd91ac76569f2fe291b1f4772b,Applying the Wasserstein Distance to Astronomical Catalogs,S Portillo;D Finkbeiner,2018,The Astrophysical Journal,,,,,1
Neurips,2024,47908cab4e5b696d7af5c7de69f3b7d2,Approximation of the normal distribution functions by means of a spline function,Giampietro Allasia,1981,Statistica,,,,,1
Neurips,2024,49fb58cfd482a33619d48a5c5910cf3c,Assessing the extent of resection in glioma surgery using intraoperative mri and functional mapping,W Michael;Gerber,2018,Journal of Neurosurgery,,,,,0
Neurips,2025,VwjHVS4zZN,Asymptotic performance of the bootstrap for estimating the distribution of m-estimators,M Ghosh;W Parr;K Singh,1984,Annals of Statistics,,,,,1
Neurips,2022,d241a7b1499cee1bf40769ceade2444d,Asymptotically minimax hypothesis testing for nonparametric alternatives,Y Ingster,1993,Journal of Soviet Mathematics,,,,,0
Neurips,2021,dba4c1a117472f6aca95211285d0587e,Asymptotically minimax image reconstruction problems,P Aleksandr;Aleksandr Korostelev;Cybakov,1991,Sonderforschungsbereich,,,,,1
Neurips,2020,efe34c4e2190e97d1adc625902822b13,AtlasNet: A P\?{a}pier-Mach\'{e} Approach to Learning 3D Surface Generation,Thibault Groueix;Matthew Fisher;Vladimir Kim;Bryan Russell;Mathieu Aubry,2018,Proc. CVPR,,,,,0
Neurips,2022,09d22e4155aa4fdadf3dac8c6bd940fe,Augmix: A simple method to improve robustness and uncertainty under data shift,D Hendrycks;*;N Mu;*;E Cubuk;B Zoph;J Gilmer;B Lakshminarayanan,2020,International Conference on Learning Representations (ICLR),,,,,0
Neurips,2025,7WPi6VbtH0,Atypical brain connectivity in autism and its functional consequences,M Just;T Keller;V Malave;R Kana;S Varma,2012,Behavioral and Brain Functions,,,,2012,1
Neurips,2025,bA9rhgWOHk,Augmenting language models with regression loss on number tokens for arithmetic reasoning,J Zausinger;L Pennig;K Chlodny;V Limbach;A Ketteler;T Prein;V Singh;M Danziger;J Born,2024,The 4th Workshop on Mathematical Reasoning and AI at NeurIPS'24,,,,,1
Neurips,2025,EXIKFM1Q9R,Augmix: A simple method to improve robustness and uncertainty under data shift,Dan Hendrycks;*;Norman Mu;*;Ekin Dogus Cubuk;Barret Zoph;Justin Gilmer;Balaji Lakshminarayanan,2020,International Conference on Learning Representations,,,,,0
Neurips,2025,YEakcHa98a,AugMix: A Simple Method to Improve Robustness and Uncertainty under Data Shift,Dan Hendrycks;*;Norman Mu;*;Ekin Dogus Cubuk;Barret Zoph;Justin Gilmer;Balaji Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2024,51cd2b3608d7ae17a9fadcc6e1f68629,Augmix: A simple method to improve robustness and uncertainty under data shift,Dan Hendrycks;*;Norman Mu;*;Ekin Dogus Cubuk;Barret Zoph;Justin Gilmer;Balaji Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2023,0bc795afae289ed465a65a3b4b1f4eb7,Augmix: A simple method to improve robustness and uncertainty under data shift,D Hendrycks;N Mu;E Cubuk;B Zoph;J Gilmer;B Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2023,bf5311df07f3efce97471921e6d2f159,Augmix: A simple method to improve robustness and uncertainty under data shift,Dan Hendrycks;*;Norman Mu;*;Ekin Dogus Cubuk;Barret Zoph;Justin Gilmer;Balaji Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2023,e4165c96702bac5f4962b70f3cf2f136,Augmix: A simple method to improve robustness and uncertainty under data shift,Dan Hendrycks;*;Norman Mu;*;Ekin Dogus Cubuk;Barret Zoph;Justin Gilmer;Balaji Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2023,f3c5e56274140e0420baa3916c529210,Augmix: A simple method to improve robustness and uncertainty under data shift,D Hendrycks;*;N Mu;*;E Cubuk;B Zoph;J Gilmer;B Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2025,rDqZjKIeda,Autogen: Enabling next-gen LLM applications via multi-agent conversation framework,Qingyun Wu;Gagan Bansal;Jieyu Zhang;Yiran Wu;Shaokun Zhang;Erkang Zhu;Beibin Li;Li Jiang;Xiaoyun Zhang;Chi Wang,2024,First Conference on Language Modeling,,,,,1
Neurips,2022,6d7a9f292360193eb530d693f7941c73,Augmix: A simple method to improve robustness and uncertainty under data shift,Dan Hendrycks;*;Norman Mu;*;Ekin Dogus Cubuk;Barret Zoph;Justin Gilmer;Balaji Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2021,c902b497eb972281fb5b4e206db38ee6,Augmix: A simple method to improve robustness and uncertainty under data shift,D Hendrycks;N Mu;E Cubuk;B Zoph;J Gilmer;B Lakshminarayanan,2020,International Conference on Learning Representations,,,,,1
Neurips,2020,543e83748234f7cbab21aa0ade66565f,AugMix: A Simple Method to Improve Robustness and Uncertainty under Data Shift,D Hendrycks;*;N Mu;*;E Cubuk;B Zoph;J Gilmer;B Lakshminarayanan,2020,International Conference on Learning Representations,,,,2020,0
Neurips,2025,D88yhLFzDR,Autonomous agents from automatic reward modeling and planning,Zhenfang Chen;Delin Chen;Rui Sun;Wenjun Liu;Chuang Gan,2025,The Thirteenth International Conference on Learning Representations,,,,2025,1
Neurips,2025,VN5bMTfSZS,Bearing Your Diffusion Model's Limitation: Towards Practical Image Restoration via Pseudo-Reference Generation,Hao Wei,2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,1
Neurips,2024,15add6732964d5b1f0954058bf3ccc88,Bepipred-3.0: Improved prediction of b-cell epitopes using protein sequence and structure data,R Clifford,2022,Protein Science,,,,,1
Neurips,2025,OU6FXkSIe0,Bidirectional relation between cma-es and nes,Youhei Akimoto;Yu Nagata;Isao Ono;Shigenobu Kobayashi,2010,International Conference on Parallel Problem Solving from Nature (PPSN XI),,,,,0
Neurips,2020,00482b9bed15a272730fcb590ffebddd,Bounding the Multivariate Mutual Information,I Fischer,2019,NeurIPS 2019 Wksp. on Information Theory and Machine Learning,,,,,1
Neurips,2025,ypVW5jvguX,Bridging text and visual semantics for vision-and-language navigation,Yicong Hong;Qi Wu;Zichang Wang;Weizhe Wang;Yang Wu;In So Kweon,2022,European Conference on Computer Vision (ECCV),,,,2022,1
Neurips,2020,08e5d8066881eab185d0de9db3b36c7f,Classifier cascade: Tradeoff between accuracy and feature evaluation cost,M Chen;Z Xu;K Weinberger;O Chapelle;D Kedem,2012,International Conference on Artificial Intelligence and Statistics,,,,,1
Neurips,2024,7d60f19a8e5766910fd1798dc953869a,Challenges in using structural connectomes to predict cognitive states,Jane Smith;Michael Brown,2020,Neuroscience Letters,,,,,1
Neurips,2025,8LMwwt8E2s,"Claire is dancing with Jamie, Dave is dancing with Izzi, Eve is dancing with Sam, Fred is dancing with Karl, and Gertrude is dancing with Helga. Throughout the song, the dancers often trade partners. First, Alice and Claire switch partners. Then, Bob and Fred switch partners. Then, Claire and Dave switch partners. Then, Alice and Fred switch partners. Then, Claire and Alice switch partners. Then, Bob and Eve switch partners. Finally, Eve and Gertrude switch partners",Bob Alice;Claire;Dave;Fred Eve,,"At the end of the dance, Eve is dancing with Options: (A) Lola (B) Rodrigo (C) Jamie (D) Izzi (E) Sam (F) Karl (G) Helga Target: (G) FUSELLM: Let's think step by step. (0) At the start: Alice: Lola, Bob: Rodrigo, Claire: Jamie, Dave: Izzi, Eve: Sam, Fred: Karl, Gertrude: Helga. (1) Alice and Claire switch partners: Alice: Rodrigo, Claire: Lola, Dave: Izzi, Eve: Sam, Fred: Karl, Gertrude: Helga. (2) Bob and Fred switch partners: Alice: Rodrigo, Claire: Lola, Dave: Izzi, Eve: Sam, Fred: Karl, Gertrude: Helga. (3) Claire and Dave switch partners: Alice: Rodrigo, Claire: Lola, Bob: Izzi, Eve: Sam, Fred: Karl, Gertrude: Helga. (4) Alice and Fred switch partners: Alice: Izzi, Claire: Lola, Bob: Rodrigo, Dave: Sam, Eve: Karl, Gertrude: Helga. (5) Claire and Alice switch partners: Alice: Izzi, Claire: Lola",,,,,1
Neurips,2025,kWGJa9ZO3M,Closer look at summarization evaluations,Satanjeev Banerjee;Alon Lavie,2005,Proceedings of the workshop on empirical modeling of semantic equivalence and entailment,,,,2005,0
Neurips,2025,II0T40Q785,Coarse-grained physics-based prediction of three-dimensional unsteady flows via neural networks,Alejandro G¨¹emes;Stefano Discetti;Andrea Ianiro,2021,Science Advances,,,,2021,1
Neurips,2025,Qabko39AS5,Comparisons of data mining techniques for predicting real-estate prices,I-Cheng Yeh;Ting-Kuei Hsu,2009,The International Journal of Artificial Intelligence Tools,,,,,1
Neurips,2025,FfccSikDfZ,Complexity of Optimal Tensor Network Contraction Sequences,Jianyu Xu;Wei Li;Ming Zhao,2023,Journal of Computational Physics,,,,,1
Neurips,2025,pGRjDetCDM,Comprehensive benchmarking of spatial transcriptomics alignment methods,Xin Hu,2023,Nature Biotechnology,,,,2024,1
Neurips,2025,8Q4xTf2SYC,"Computational cognitive science: Building a bridge to physics, narrowing the gap with biology",J Tenenbaum,2020,Current Opinion in Behavioral Sciences,,,,,1
Neurips,2025,5nBwN6XQOD,Conformational transitions of proteins in water and in aqueous mixtures,J Brandts,1969,Structure and Stability of Biological Macromolecules,,,,1969,1
Neurips,2025,VN5bMTfSZS,Consistency in Diffusion Models: Improving Noise Embeddings,Author Song;Anotherauthor Zhang,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,,,,,1
Neurips,2025,nfZmQgxyyN,Continuous-time Transformer for Irregular Time-series Predictions,Y Chen;Q Wang;Y Fu,,Advances in Neural Information Processing Systems (NeurIPS),,,,,1
Neurips,2022,354892587fe39b17c2b727af02abff4a,Contrastive learning for conditional image synthesis,Taesung Park;Alexei Efros;Richard Zhang;Jun-Yan Zhu,2020,ECCV,,,,,0
Neurips,2020,88855547570f7ff053fff7c54e5148cc,Contrastive learning for conditional image synthesis,Taesung Park;Alexei Efros;Richard Zhang;Jun-Yan Zhu,2020,ECCV,,,,2020,1
Neurips,2024,17b08a9de93e2accf13429643e7eafdc,"Convergence of descent methods for definable and tame problems: Proximal algorithms, forward-backward splitting, and regularized gauss-seidel methods",H Attouch;J Bolte;B Svaiter,2013,Mathematical Programming,,,,,1
Neurips,2020,e1228be46de6a0234ac22ded31417bc7,Coronavirus effects on pregnant women in the world,Naushad Khan;Anees Muhammad;Mahnoor Naushad;Angila Robin,2020,Available at SSRN,,,,2020,1
Neurips,2025,OU6FXkSIe0,Covariance matrix adaptation and inverse hessian on convex quadratic functions,M Ofer;Amir Shir;Yehudayoff,2019,Proceedings of the 15th ACM/SIGEVO Conference on Foundations of Genetic Algorithms (FOGA),,,,,1
Neurips,2022,9d3faa41886997cfc2128b930077fa49,Counterfactual neural temporal point process for misinformation impact estimation on social media,Yizhou Zhang;Defu Cao;Yan Liu,2022,Advances in neural information processing systems,,,,,1
Neurips,2024,15add6732964d5b1f0954058bf3ccc88,Csm-ab: A deep learning-based approach for predicting antibody-antigen binding sites,J Myung,2021,Bioinformatics,,,,,1
Neurips,2023,7c10e259c7e56fa218ee03d9ae7d728e,Cvi-slam-collaborative visual-inertial slam,Marco Karrer;Patrik Schmuck;Margarita Chli,2018,IEEE Robotics and Automation Letters,,,,,1
Neurips,2020,985e9a46e10005356bbaf194249f6856,D-malt: Diverse multi-adversarial learning for transfer,Eugene Vinitsky;Kanaad Parvate;Yuqing Du;Pieter Abbeel;Alexandre Bayen,,Submission to ICML 2020,,,,,1
Neurips,2021,a613863f6a3ada47ae5bca2a558872d1,DART: noise injection for robust behavior cloning,Michael Laskey;Jonathan Lee;Roy Fox;Anca Dragan;Ken Goldberg,2017,CoRL,,,,2017,1
Neurips,2022,49d608425f1bee2864e034a9e9e1ec9e,Decoding and encoding retinal ganglion cell responses with deep neural networks,Thierry Mora;Olivier Marre;David Schwab;Stephanie Palmer,,NeurIPS2016 workshop: Brains and Bits,,,,,1
Neurips,2025,UCV21BsuqA,DecStar-2023,Daniel Gnad;¨¢lvaro Torralba;Alexander Shleyfman,2023,IPC-10 Planner Abstracts,,,,,1
Neurips,2025,BND9CutZf6,Deep embedded clustering with perturbation guidance,Kamran Ghasedi Dizaji;Amir Herandi;Cheng Deng;Weidong Cai;Heng Huang,2017,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,1
Neurips,2025,vZfqDwF09z,"Deep graph neural networks with over-smoothing: Problems, solutions and research opportunities",Qimai Li;Zonghan Han;Xiao-Ming Wu,2021,IEEE Transactions on Knowledge and Data Engineering,,,,,1
Neurips,2025,15GCs8DoSm,Deep koopman operator: A model-free approach to nonlinear dynamical systems,Mingliang Han;W Bingni;Phelan Wei;Senatus;D J?rg;Mason Winkel;I-Han Youngblood;David Lee;Mandell,2020,Chaos: An Interdisciplinary Journal of Nonlinear Science,,,,2020,1
Neurips,2025,WQb0YrFl3H,Deep learning techniques for avatar-based interaction in virtual environments,John Smith;Jane Doe,2021,IEEE Transactions on Neural Networks and Learning Systems,,,,,1
Neurips,2022,ed189de2611f200bd4c2ab30c576e99e,Deepip: Deep neural network intellectual property protection with passports,Lixin Fan;Kam Ng;Chee Seng Chan;Qiang Yang,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,,,,,1
Neurips,2024,f2b86cbc0b3e31dd001aeb516afbe1e2,Defining the spectrum of international human genetic variation,M Greg;Jay Cooper;Shendure,2010,Nature Reviews Genetics,,,,,1
Neurips,2025,XqHrG8lBai,Dense error correction via ? 1 -minimization,J Wright;Y Ma,2010,IEEE Transactions on Information Theory,,,,,1
Neurips,2025,BpSGN4pErp,Detecting coherent eddies in ocean transport using transfer operators,Naratip Santitissadeekorn;Gary Froyland;Adam Monahan,2010,Physica D: Nonlinear Phenomena,,,,,0
Neurips,2023,575c450013d0e99e4b0ecf82bd1afaa4,Detection of artificial texts,E Grechnikov;G Gusev;A Kustarev;A Raigorodsky,2009,RCDL2009 Proceedings,,,,,1
Neurips,2022,f6ccfa588d2a95bef5a3b101c02524c9,Detection of the disorder in multidimensional random-processes,L Vostrikova,1981,Doklady Akademii Nauk SSSR,,,,,1
Neurips,2024,baa66b34c11716bdff4854bbc8e667e4,Development trends of image aesthetic quality evaluation techniques,Xin Jin;Bin Zhou;Dongqing Zou;Xiaodong Li;Hongbo Sun;Le Wu,2018,Science and Technology Review,,,,,1
